speed,elapsedTime,elapsedDistance,lateralAcceleration,longitudinalAcceleration,gear,gearRatio,engineSpeed,torque,power,downForce,dragForce,tractionControl,throttlePosition,brakePosition,cornerRadius,sectorIndex,maximumCornerSpeed,loadSensitiveLatGrip,loadSensitiveLongGrip,yawangle,yawvelocity,yawacceleration,xposition,yposition,trackelevation,fz,
Speed (linear),Time,Length,Acceleration (linear),Acceleration (linear),Unitless,Unitless,Speed (angular),Torque,Power,Force,Force,Ratio,Ratio,Ratio,Length,Unitless,Speed (linear),Unitless,Unitless,Angle,Speed (angular),Acceleration (angular),Length,Length,Length,Force,
km/h,s,m,m/s^2,m/s^2,-,-,rpm,N.m,hp,N,N,%,%,%,m,-,km/h,-,-,deg,rpm,deg/s^2,m,m,m,N,
82.5996719605936,0.548494211148906,12.25,0,3.45789636728674,1,3,2629.2292180595,123.173173871281,45.4788142422647,-4.20891457831338,252.534874698803,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,1.80213666657655E-25,-3.4583363580397E-24,11.9538594054151,-0.0234539137823785,0,3017.27108542169,
82.7348110387874,0.559390138198464,12.5,0,3.44519861971154,1,3,2633.53082851939,122.904323217538,45.4537916691202,-4.22269802594157,253.361881556494,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,6.00712222192183E-26,-1.15467800985153E-24,12.1976898096946,-0.0239425369861781,0,3017.25730197406,
82.869234589485,0.570268267835795,12.75,0,3.43256390929942,1,3,2637.80966303168,122.63689606052,45.4285793439077,-4.2364308473279,254.185850839674,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.00237407397394E-26,-3.85522382386239E-25,12.4415202139741,-0.0244311601899776,0,3017.24356915267,
83.0029485462472,0.581128751879824,13,0,3.41999174407686,1,3,2642.0659104675,122.370880595781,45.4031812646629,-4.25011329410731,255.006797646439,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,6.67458024657981E-27,-1.28716253550897E-25,12.6853506182536,-0.0249197833937772,0,3017.22988670589,
83.1359587669792,0.591971740180396,13.25,0,3.40748163813082,1,3,2646.29975728975,122.106265169391,45.377601360598,-4.26374561594432,255.824736956659,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.22486008219327E-27,-4.29746480442995E-26,12.9291810225331,-0.0254084065975767,0,3017.21625438406,
83.2682710352733,0.602797380653523,13.5,0,3.39503311150284,1,3,2650.51138759589,121.843038275257,45.3518434934751,-4.2773280605574,256.639683633444,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,7.41620027397757E-28,-1.43478379600201E-26,13.1730114268126,-0.0258970298013763,0,3017.20267193944,
83.3998910617205,0.613605819315817,13.75,0,3.3826456900854,1,3,2654.70098315968,121.58118855252,45.3259114589463,-4.290860873743,257.45165242458,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.47206675799252E-28,-4.79022426133639E-27,13.416841831092,-0.0263856530051758,0,3017.18913912626,
83.5308244851923,0.624397200318149,14,0,3.37031890552065,1,3,2658.86872347198,121.320704783001,45.2998089878613,-4.30434429939909,258.260657963945,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,8.24022252664174E-29,-1.59926534877225E-27,13.6606722353715,-0.0268742762089754,0,3017.1756557006,
83.6610768740941,0.635171665978541,14.25,0,3.35805229510147,1,3,2663.01478578063,121.061575888711,45.2735397475443,-4.3177785795483,259.066714772898,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,2.74674084221391E-29,-5.33925370296876E-28,13.904502639651,-0.0273628994127749,0,3017.16222142045,
83.79065372759,0.645929356814322,14.5,0,3.34584540167465,1,3,2667.13934512946,120.803790929409,45.2471073430405,-4.3311639543607,259.869837261642,0,100,0,0,1,0,1.5,1.4,3.41509458500638E-06,9.15580280737971E-30,-1.7825264595329E-28,14.1483330439305,-0.0278515226165745,0,3017.14883604564,
